nm_Kit_ID,Easting,Northing,nm_Sampling_Date,fht_eDNA_survey_date,datecomp,fht_Site_comb,nm_Pond_Name,namedist,fht_Site_number,fht_Site_Name,Company,Sampler_Name,Sampling_DateTime,Arrival_Date,num_tubes,Damaged_tubes,Liquid_in_bag,Tubes_labelled,Tubes_filled,Additional_notes,Lab_work_Started,IPC_Positive_out_of_12,GCN_Positive_out_of_12,GCN_Status,GCN_Square,Site_number_CHECK,Surveyor,1_km_square,Grid_reference,eDNA_score,GCN_test_result,Positive_no_kit,Kit_negative,Newt_Positive_sites,Newt_Negative_sites,HSI1_Pond_location,HSI2_Pond_area,HSI3_Pond_drying,HSI4_Water_quality,HSI5_Shade,HSI6_Waterfowl,HSI7_Fish,HSI8_Pond_count,HSI9_Terrestrial_habitat,HSI10_Macrophytes,DIMITRIOS_HSI,NO_HSI_REASON,SITE_FROM_DIMITRIOS,Inflow_present,Outflow_present,Nitrate,Phosphate,Clean,N,P
FHT348,487708,238194,2017-05-30 00:00,2017-05-30 00:00,MATCH,117,117,0,117,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-30 16:45,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-14 00:00,12,3,Positive,negative,117,Iain,SP8738,SP8770838194,1,Positive,FALSE,FALSE,NA,Positive,1,1566,3,3,0,2,4,9,4,80,0.849305402,NA,117,N,N,<0.2,<0.02,2,0.1,0.01
FHT349,488148,237753,2017-05-30 00:00,2017-05-30 00:00,MATCH,495,495,0,495,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-30 15:45,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,0,Negative,negative,495,Iain,SP8837,SP8814837753,0,Negative,FALSE,TRUE,NA,Negative,1,1256.8,1,3,30,2,2,4,4,10,0.730373667,NA,495,Y,Y,0.2-0.5,0.1-0.2,1,0.35,0.15
FHT350,478833,247179,2017-06-13 00:00,2017-06-13 00:00,MATCH,364,364,0,364,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-13 18:15,2017-06-22 00:00,6,No,No,Yes,Yes,"only 5 tubes processed, one tube empty",2017-06-23 00:00,12,0,Negative,negative,364,Iain,SP7847,SP7883347179,0,Negative,FALSE,TRUE,NA,Negative,1,706.95,1,3,95,3,3,5,4,1,0.714226275,NA,364,Y,Y,<0.2,0.02-0.05,2,0.1,0.035
FHT351,500166,216203,2017-05-31 00:00,2017-05-31 00:00,MATCH,564,564,0,564,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-31 14:05,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,9,Positive,negative,564,Iain,TL0016,TL0016616203,9,Positive,FALSE,FALSE,NA,Positive,1,346.4055,2,3,1,2,4,4,3,80,0.846752516,NA,564,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT352,499968,228419,2017-05-31 00:00,2017-05-31 00:00,MATCH,297,297,0,297,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-31 11:30,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,0,Negative,negative,297,Iain,SP9928,SP9996828419,0,Negative,FALSE,TRUE,NA,Negative,1,616,1,4,40,2,1,2,4,10,0.515553808,NA,297,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT354,500098,224783,2017-05-30 00:00,2017-05-30 00:00,MATCH,194,194,0,194,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-30 10:30,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-14 00:00,11,0,Negative,positive,194,Iain,TL0024,TL0009824783,0,Negative,FALSE,TRUE,Negative,NA,1,1025,1,3,25,2,1,4,3,10,0.496278244,NA,194,N,N,0.2-0.5,<0.02,2,0.35,0.01
FHT355,500646,224753,2017-05-30 00:00,2017-05-30 00:00,MATCH,503,503,0,503,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-30 11:15,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,0,Negative,positive,503,Iain,TL0024,TL0064624753,0,Negative,FALSE,TRUE,Negative,NA,1,228,1,3,1,2,1,4,4,10,0.48038641,NA,503,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT356,479946,241129,2017-05-31 00:00,2017-05-31 00:00,MATCH,177,177,0,177,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-31 16:45,2017-06-08 00:00,6,No,No,Yes,Yes,. Also see GCN  notebook for info about sample - heavy sediment.,2017-06-14 00:00,12,2,Positive,negative,177,Iain,SP7941,SP7994641129,2,Positive,FALSE,FALSE,NA,Positive,1,452,3,2,0,2,3,5,3,5,0.652667358,NA,177,N,N,0.2-0.5,0.2-0.5,1,0.35,0.35
FHT357,483092,228061,2017-05-31 00:00,2017-05-31 00:00,MATCH,596,596,0,596,NA,Freshwater Habitats Trust,Iain Naismith,NA,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,7,Positive,negative,596,Iain,SP8328,SP8309228061,7,Positive,FALSE,FALSE,NA,Positive,1,378,1,3,90,2,3,15,3,30,0.710201234,NA,596,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT359,497539,214584,2017-06-11 00:00,2017-06-11 00:00,MATCH,271,271,0,271,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-11 10:00,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,0,Negative,negative,271,Iain,SP9714,SP9753914584,0,Negative,FALSE,TRUE,NA,Negative,1,201.088,3,3,60,3,3,7,4,95,0.773143044,NA,271,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT360,497415,214267,2017-06-11 00:00,2017-06-11 00:00,MATCH,521,521,0,521,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-11 09:15,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,0,Negative,negative,521,Iain,SP9714,SP9741514267,0,Negative,FALSE,TRUE,NA,Negative,1,176,3,3,100,3,3,8,4,5,0.594331255,NA,521,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT361,497206,213117,2017-06-11 00:00,2017-06-11 00:00,MATCH,252,252,0,252,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-11 11:15,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,11,0,Negative,negative,252,Iain,SP9713,SP9720613117,0,Negative,FALSE,TRUE,NA,Negative,1,380.182,2,4,80,3,3,5,4,70,0.88247232,NA,252,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT362,483752,236049,2017-06-13 00:00,2017-06-13 00:00,MATCH,44,44,0,44,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-13 10:15,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-23 00:00,11,2,Positive,negative,44,Iain,SP8336,SP8375236049,2,Positive,FALSE,FALSE,NA,Positive,1,456,2,3,95,3,3,2,3,5,0.656023704,NA,44,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT363,484977,240763,2017-05-31 00:00,2017-05-31 00:00,MATCH,471,471,0,471,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-31 15:45,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,10,Positive,negative,471,Iain,SP8440,SP8497740763,10,Positive,FALSE,FALSE,NA,Positive,1,176.7375,1,4,95,2,3,2,4,30,0.652543601,NA,471,Y,Y,<0.2,0.02-0.05,2,0.1,0.035
FHT365,500724,229335,2017-05-31 00:00,2017-05-31 00:00,MATCH,449,449,0,449,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-31 12:30,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-14 00:00,12,0,Negative,positive,449,Iain,TL0029,TL0072429335,0,Negative,FALSE,TRUE,Negative,NA,1,2000,1,3,50,2,2,12,4,30,0.691140044,NA,448,Y,Y,0.2-0.5,0.2-0.5,1,0.35,0.35
FHT366,489395,235455,2017-06-13 00:00,2017-06-13 00:00,MATCH,149,149,0,149,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-13 12:15,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-23 00:00,12,0,Negative,negative,149,Iain,SP8935,SP8939535455,0,Negative,FALSE,TRUE,NA,Negative,1,456,2,3,30,2,3,3,3,70,0.806534046,NA,149,N,N,<0.2,0.2-0.5,1,0.1,0.35
FHT370,490363,233978,2017-06-19 00:00,2017-06-19 00:00,MATCH,64,64,0,64,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-19 18:00,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,6,Positive,positive,64,Iain,SP9033,SP9036333978,6,Positive,FALSE,FALSE,Positive,NA,1,314.2,2,4,5,3,3,6,4,30,0.867436576,NA,64,Y,N,<0.2,0.02-0.05,2,0.1,0.035
FHT372,493527,237123,2017-06-08 00:00,2017-06-08 00:00,MATCH,171,171,0,171,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-08 16:45,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,12,Positive,negative,171,Iain,SP9337,SP9352737123,12,Positive,FALSE,FALSE,NA,Positive,1,80,1,4,10,3,4,10,4,80,0.842417249,NA,171,N,N,<0.2,<0.02,2,0.1,0.01
FHT373,495704,235147,2017-06-08 00:00,2017-06-08 00:00,MATCH,532,532,0,532,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-08 15:30,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,12,Positive,negative,532,Iain,SP9535,SP9570435147,12,Positive,FALSE,FALSE,NA,Positive,1,6,1,4,0,3,4,3,3,80,0.726578634,NA,532,N,N,<0.2,<0.02,2,0.1,0.01
FHT375,493558,214086,2017-06-07 00:00,2017-06-07 00:00,MATCH,341,341,0,341,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-07 17:00,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,0,Negative,negative,341,Iain,SP9314,SP9355814086,0,Negative,FALSE,TRUE,NA,Negative,1,176.7375,2,4,60,3,3,0,4,60,0.540055677,NA,341,N,N,<0.2,<0.02,2,0.1,0.01
FHT378,491184,221152,2017-06-07 00:00,2017-06-07 00:00,MATCH,277,277,0,277,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-07 15:50,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-19 00:00,12,0,Negative,negative,277,Iain,SP9121,SP9118421152,0,Negative,FALSE,TRUE,NA,Negative,1,113,1,4,0,3,1,13,3,60,0.516713708,NA,277,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT379,489941,243242,2017-06-07 00:00,2017-06-07 00:00,MATCH,105,105,0,105,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-07 14:00,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,0,Negative,positive,105,Iain,SP8943,SP8994143242,0,Negative,FALSE,TRUE,Negative,NA,1,796,1,3,95,2,1,4,4,10,0.461298016,NA,105,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT380,477988,247742,2017-06-13 00:00,2017-06-13 00:00,MATCH,310,310,0,310,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-13 16:15,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,10,Positive,negative,310,Iain,SP7747,SP7798847742,10,Positive,FALSE,FALSE,NA,Positive,1,1000,1,4,20,2,2,6,4,20,0.788185463,NA,310,N,N,<0.2,<0.02,2,0.1,0.01
FHT382,495425,225186,2017-06-05 00:00,2017-06-05 00:00,MATCH,319,319,0,319,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-05 12:15,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,0,Negative,negative,319,Iain,SP9525,SP9542525186,0,Negative,FALSE,TRUE,NA,Negative,1,420,3,3,95,3,4,6,3,10,0.681301091,NA,319,Y,N,<0.2,0.1-0.2,1,0.1,0.15
FHT383,490162,231135,2017-06-09 00:00,2017-06-09 00:00,MATCH,365,365,0,365,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-09 16:30,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,0,Negative,negative,365,Iain,SP9031,SP9016231135,0,Negative,FALSE,TRUE,NA,Negative,1,437,1,3,20,3,3,8,4,100,0.875648071,NA,365,Y,Y,NA,NA,NA,NA,NA
FHT384,493012,216686,2017-06-09 00:00,2017-06-09 00:00,MATCH,439,439,0,439,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-09 18:30,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,0,Negative,negative,439,Iain,SP9316,SP9301216686,0,Negative,FALSE,TRUE,NA,Negative,1,450,3,4,30,3,4,2,4,80,0.864719319,NA,439,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT386,488843,243459,2016-06-07 00:00,2016-06-07 00:00,MATCH,92,92,0,92,NA,Freshwater Habitats Trust,Iain Naismith,2016-06-07 12:15,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,11,0,Negative,positive,92,Iain,SP8843,SP8884343459,0,Negative,FALSE,TRUE,Negative,NA,1,176.7375,2,4,10,2,3,3,4,60,0.791219363,NA,92,N,N,<0.2,<0.02,2,0.1,0.01
FHT387,494949,218618,2017-06-05 00:00,2017-06-05 00:00,MATCH,339,339,0,339,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-05 18:15,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,0,Negative,negative,339,Iain,SP9418,SP9494918618,0,Negative,FALSE,TRUE,NA,Negative,1,1190,1,3,1,1,1,8,3,10,0.329377179,NA,339,N,Y,<0.2,<0.02,2,0.1,0.01
FHT390,480776,237399,2017-06-07 00:00,2017-06-07 00:00,MATCH,196,196,0,196,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-07 09:00,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,3,Positive,positive,196,Iain,SP8037,SP8077637399,3,Positive,FALSE,FALSE,Positive,NA,1,962,2,3,95,3,3,5,4,30,0.769638762,NA,196,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT417,481332,217951,2017-05-24 00:00,2017-05-24 00:00,MATCH,443 STOCKAWAY,443 Stockaway,0,443,STOCKAWAY,Freshwater Habitats Trust,AH,2017-05-24 16:00,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,12,6,Positive,positive,443,Adrianna,SP8117,SP8133217951,6,Positive,FALSE,FALSE,Positive,NA,1,450,1,4,50,3,3,4,4,60,0.91584531,NA,443,N,N,<0.2,0.2-0.5,1,0.1,0.35
FHT421,485541,214812,2017-05-12 00:00,2017-05-12 00:00,MATCH,500 RECYCLING CENTRE 2,500 Recycling Centre 2,0,500,RECYCLING CENTRE 2,Freshwater Habitats Trust,AH,2017-05-12 14:00,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-30 00:00,12,2,Positive,positive,500,Adrianna,SP8514,SP8554114812,2,Positive,FALSE,FALSE,Positive,NA,1,250,3,3,0,3,3,1,3,90,0.677255933,NA,500,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT440,470746,217684,2017-05-26 00:00,2017-05-26 00:00,MATCH,430 SOUTH A41.2,430 South A41.2,0,430,SOUTH A41.2,Freshwater Habitats Trust,AH,2017-05-26 16:30,2017-06-01 00:00,6,No,No,Yes,Yes,one of the tubes shattered in the centrifuge - managed to rescue some of the pellet,2017-06-05 00:00,12,0,Negative,positive,430,Adrianna,SP7017,SP7074617684,0,Negative,FALSE,TRUE,Negative,NA,1,100,4,2,70,3,4,3,3,40,0.527997137,NA,430,N,N,<0.2,0.5-1,1,0.1,0.75
FHT457,468643,221429,2017-06-22 00:00,2017-06-22 00:00,MATCH,457 SPRING HILL.2,457 Spring Hill.2,0,457,SPRING HILL.2,Freshwater Habitats Trust,AH,2017-06-22 09:30,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-30 00:00,12,0,Negative,negative,457,Adrianna,SP6821,SP6864321429,0,Negative,FALSE,TRUE,NA,Negative,1,20,4,4,40,3,4,3,4,100,0.593690213,NA,457,N,N,10+,0.1-0.2,0,11,0.15
FHT465,471144,229915,2017-06-22 00:00,2017-06-22 00:00,MATCH,427 WARDENS FARM.2,427 Wardens Farm.2,0,427,WARDENS FARM.2,Freshwater Habitats Trust,AH,2017-06-22 11:00,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-30 00:00,12,11,Positive,positive,427,Adrianna,SP7129,SP7114429915,11,Positive,FALSE,FALSE,Positive,NA,1,750,4,4,100,3,3,3,4,90,0.618565398,NA,427,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT470,468175,221589,2017-06-22 00:00,2017-06-22 00:00,MATCH,88 SPRING HILL.1,88 Spring Hill.1,0,88,SPRING HILL.1,Freshwater Habitats Trust,AH,2017-06-22 09:00,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-30 00:00,12,0,Negative,negative,88,Adrianna,SP6821,SP6817521589,0,Negative,FALSE,TRUE,NA,Negative,1,400,3,3,100,3,3,3,4,0,0.611627461,NA,88,N,N,<0.2,0.5-1,1,0.1,0.75
FHT573,499890,259500,2017-05-24 00:00,2017-05-24 00:00,MATCH,523 The Moat House Pond,523 The Moat House Pond,0,523,The Moat House Pond,Freshwater Habitats Trust,HJ,2017-05-24 11:00,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,12,8,Positive,negative,523,Hanna,SP9959,SP99895950,8,Positive,FALSE,FALSE,NA,Positive,1,500,4,4,5,2,4,8,4,90,0.7551474,NA,523,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT588,506749,264592,NA,NA,NA,328 Manor Farm Alt Pond,328 Manor Farm alt pond,0,328,Manor Farm Alt Pond,Freshwater Habitats Trust,HW,NA,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-05 00:00,12,1,Positive,negative,328,Hannah,TL0664,TL0674964592,1,Positive,FALSE,FALSE,NA,Positive,1,333,1,2,15,3,4,4,3,40,0.778230981,NA,328,N,N,<0.2,0.5 to 1,1,0.1,0.75
FHT589,496610,261125,2017-06-13 00:00,2017-06-13 00:00,MATCH,316 Santa Pod Raceway,316 Santa Pod raceway,0,316,Santa Pod Raceway,Freshwater Habitats Trust,HW,2017-06-13 11:50,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-04 00:00,10,0,Negative,negative,316,Hannah,SP9661,SP9661061125,0,Negative,FALSE,TRUE,NA,Negative,1,242,1,2,25,3,4,3,2,1,0.630938539,NA,316,N,N,0.2-0.5,0.5-1,1,0.35,0.75
FHT590,505930,244140,NA,NA,NA,436 Duck End Pond 2,436 Duck End Pond 2,0,436,Duck End Pond 2,Freshwater Habitats Trust,HW,NA,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,0,2,Positive,positive,436,Hannah,TL0544,TL05934414,2,Positive,FALSE,FALSE,Positive,NA,1,53,2,4,0,3,4,17,3,80,0.763145733,NA,436,N,N,<0.2,<0.02,2,0.1,0.01
FHT606,500560,243820,2017-05-24 00:00,2017-05-24 00:00,MATCH,124 Berry Wood Pond,124 Berry Wood Pond,0,124,Berry Wood Pond,Freshwater Habitats Trust,HJ,2017-05-24 16:00,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,12,2,Positive,positive,124,Hanna,TL0043,TL00564382,2,Positive,FALSE,FALSE,Positive,NA,1,80,1,4,0,2,3,3,4,85,0.744329896,NA,124,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT610,499070,242010,2017-05-24 00:00,2017-05-24 00:00,MATCH,499 Beancroft Farm Pond,499 Beancroft Farm Pond,0,499,Beancroft Farm Pond,Freshwater Habitats Trust,HJ,2017-05-24 17:30,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,12,0,Negative,negative,499,Hanna,SP9942,SP99074201,0,Negative,FALSE,TRUE,NA,Negative,1,360,2,3,40,2,2,8,3,30,0.727777733,NA,499,N,N,0.2-0.5,0.5-1,1,0.35,0.75
FHT629,485000,248600,2017-06-15 00:00,2017-06-15 00:00,MATCH,101 Mannings Farm Pond,101 Mannings Farm Pond,0,101,Mannings Farm Pond,Freshwater Habitats Trust,HJ,2017-06-15 05:00,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,12,0,Negative,positive,101,Hanna,SP8548,SP85004860,0,Negative,FALSE,TRUE,Negative,NA,1,580,1,3,20,2,2,2,2,70,0.68925237,NA,101,N,N,5.-10,0.02-0.05,1,7.5,0.035
FHT633,521210,243840,2017-06-16 00:00,2017-06-16 00:00,MATCH,413 Dunton Lane Pond,413 Dunton Lane Pond,0,413,Dunton Lane Pond,Freshwater Habitats Trust,HJ,NA,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-30 00:00,12,0,Negative,negative,413,Hanna,TL2143,TL21214384,0,Negative,FALSE,TRUE,NA,Negative,1,6500,4,3,80,3,4,7,3,98,0.35650695,NA,410,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT662,471699,192916,2017-06-29 00:00,2017-06-29 00:00,MATCH,Drovers Cottage,Drovers Cottage,0,NA,Drovers Cottage,Freshwater Habitats Trust,PN,2017-06-29 13:00,2017-07-03 00:00,6,No,No,Yes,No,several tubes missing 1-2 ml,2017-07-04 00:00,11,0,Negative,negative,NA,PN,SU7192,SU7169992916,0,Negative,FALSE,TRUE,NA,Negative,1,10,1,4,30,3,4,3,3,50,0.710545055,NA,DROV,N,N,<0.2,<0.02,2,0.1,0.01
FHT705,466870,226320,2017-06-23 00:00,2017-06-23 00:00,MATCH,TWYFORD EAST 893B,Twyford East 893B,0,NA,TWYFORD EAST 893B,Freshwater Habitats Trust,PJW,2017-06-23 18:12,2017-07-12 00:00,6,No,No,Yes,Yes,NA,2017-07-17 00:00,12,0,Negative,negative,NA,PJW,SP6626,SP6687026320,0,Negative,FALSE,TRUE,NA,Negative,1,380,3,3,5,2,2,>12,3,10,0.656572911,NA,893B,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT711,456260,192546,2017-06-22 00:00,2017-06-22 00:00,MATCH,Hill Farm Upper Sample 2,Hill Farm Upper Sample 2,0,NA,Hill Farm Upper Sample 2,Freshwater Habitats Trust,JB,2017-06-22 16:30,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-30 00:00,12,0,Negative,positive,NA,JB,SU5692,SU5626092546,0,Negative,FALSE,TRUE,Negative,NA,1,282,2,1,10,2,3,8,3,10,0.480910998,NA,HIL2,Y,Y,05-Feb,1+,0,3.5,1.1
FHT717,454352,207895,2017-06-22 00:00,2017-06-22 00:00,MATCH,Ruskin Special 2,Ruskin Special 2,0,NA,Ruskin Special 2,Freshwater Habitats Trust,JB,2017-06-22 13:30,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,1,0,Inconclusive,negative,NA,JB,SP5407,SP5435207895,0,Inconclusive,FALSE,FALSE,NA,Inconclusive,1,100,2,2,100,3,4,1,3,0,0.48987934,NA,RUS2,Y,Y,n/a,n/a,NA,NA,NA
FHT720,452002,206021,2017-06-21 00:00,2017-06-21 00:00,MATCH,Ox. Botanic Garden 3,Ox. Botanic Garden 3,0,NA,Ox. Botanic Garden 3,Freshwater Habitats Trust,JB,2017-06-21 14:00,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,0,Negative,negative,NA,JB,SP5206,SP5200206021,0,Negative,FALSE,TRUE,NA,Negative,1,50,1,3,0,2,1,2,3,75,0.414269501,NA,BOT3,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT742,431125,195017,2017-06-02 00:00,2017-06-02 00:00,MATCH,"267 Hills Quarry, Faringdon","267 Hills Quarry, Faringdon",0,267,"Hills Quarry, Faringdon",Freshwater Habitats Trust,IS,NA,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-08 00:00,12,0,Negative,negative,267,Ian,SU3195,SU3112595017,0,Negative,FALSE,TRUE,NA,Negative,1,0,1,2.5,95,3,4,2,3.5,5,0.233294365,NA,266,N,N,0.2-0.5,0.02-0.05,2,0.35,0.035
FHT765,458168,201992,2017-06-26 00:00,2017-06-26 00:00,MATCH,The Gizzel,The Gizzel,0,NA,The Gizzel,Freshwater Habitats Trust,PN,2017-06-26 09:13,2017-07-03 00:00,6,No,No,Yes,No,NA,2017-07-10 00:00,10,0,Negative,negative,NA,PN,SP5801,SP5816801992,0,Negative,FALSE,TRUE,NA,Negative,1,200,1,2,25,2,2,6,3,25,0.628903871,NA,GIZZ,N,Y,05-Feb,<0.02,1,3.5,0.01
FHT856,456260,192546,2017-06-22 00:00,2017-06-22 00:00,MATCH,Hill Farm Upper Sample 3,Hill Farm Upper sample 3,0,NA,Hill Farm Upper Sample 3,Freshwater Habitats Trust,Jeremy,2017-06-22 16:30,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,12,0,Negative,positive,NA,Jeremy,SU5692,SU5626092546,0,Negative,FALSE,TRUE,Negative,NA,1,282,2,1,10,2,3,8,3,10,0.480910998,NA,HIL3,Y,Y,05-Feb,1+,0,3.5,1.1
FHT863,452002,206021,2017-06-21 00:00,2017-06-21 00:00,MATCH,Ox. Botanic Garden 2,Ox. Botanic Garden 2,0,NA,Ox. Botanic Garden 2,Freshwater Habitats Trust,Jeremy,2017-06-21 14:00,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,12,0,Negative,negative,NA,Jeremy,SP5206,SP5200206021,0,Negative,FALSE,TRUE,NA,Negative,1,50,1,3,0,2,1,2,3,75,0.414269501,NA,BOT2,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT868,454352,207895,2017-06-22 00:00,2017-06-22 00:00,MATCH,Ruskin Special 1,Ruskin Special 1,0,NA,Ruskin Special 1,Freshwater Habitats Trust,Jeremy,2017-06-22 18:30,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,12,0,Negative,negative,NA,Jeremy,SP5407,SP5435207895,0,Negative,FALSE,TRUE,NA,Negative,1,100,2,2,100,3,4,1,3,0,0.48987934,NA,Rus,Y,Y,n/a,n/a,NA,NA,NA
FHT903,483183,226824,2017-06-15 00:00,2017-06-15 00:00,MATCH,209,209,0,209,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-15 13:15,2017-06-23 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,1,Positive,positive,209,Iain,SP8326,SP8318326824,1,Positive,FALSE,FALSE,Positive,NA,1,330.65,1,4,10,2,3,20,4,10,0.798245624,NA,209,Y,Y,<0.2,0.02-0.05,2,0.1,0.035
FHT917,480493,246884,2017-06-14 00:00,2017-06-14 00:00,MATCH,474,474,0,474,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-14 11:30,2017-06-23 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,0,Negative,positive,474,Iain,SP8046,SP8049346884,0,Negative,FALSE,TRUE,Negative,NA,1,60,3,4,0,3,3,5,2,80,0.679565363,NA,474,N,N,<0.2,<0.02,2,0.1,0.01
