nm_Kit_ID,Easting,Northing,nm_Sampling_Date,fht_eDNA_survey_date,datecomp,fht_Site_comb,nm_Pond_Name,namedist,fht_Site_number,fht_Site_Name,Company,Sampler_Name,Sampling_DateTime,Arrival_Date,num_tubes,Damaged_tubes,Liquid_in_bag,Tubes_labelled,Tubes_filled,Additional_notes,Lab_work_Started,IPC_Positive_out_of_12,GCN_Positive_out_of_12,GCN_Status,GCN_Square,Site_number_CHECK,Surveyor,1_km_square,Grid_reference,eDNA_score,GCN_test_result,Positive_no_kit,Kit_negative,Newt_Positive_sites,Newt_Negative_sites,HSI1_Pond_location,HSI2_Pond_area,HSI3_Pond_drying,HSI4_Water_quality,HSI5_Shade,HSI6_Waterfowl,HSI7_Fish,HSI8_Pond_count,HSI9_Terrestrial_habitat,HSI10_Macrophytes,DIMITRIOS_HSI,NO_HSI_REASON,SITE_FROM_DIMITRIOS,Inflow_present,Outflow_present,Nitrate,Phosphate,Clean,N,P
FHT649,493448,262138,2017-06-13 00:00,2017-06-13 00:00,MATCH,378 Hinwick Deer Park,378 - Hinwich Deer Pond,0.258291722,378,Hinwick Deer Park,Freshwater Habitats Trust,HW,2017-06-13 14:45,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-04 00:00,12,0,Negative,negative,378,Hannah,SP9362,SP9344862138,0,Negative,FALSE,TRUE,NA,Negative,1,452,4,1,90,2,4,17,2,2,0.44230248,NA,378,N,N,10+,0.02-0.05,1,11,0.035
FHT339,485622,241750,2017-05-16 00:00,2017-05-16 00:00,MATCH,148,148 (SP 8541),0.256410256,148,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-16 14:15,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-25 00:00,12,10,Positive,positive,148,Iain,SP8541,SP8562241750,0,Negative,FALSE,TRUE,Negative,NA,1,224,1,3,30,2,3,2,3,40,0.70749194,NA,148,N,Y,<0.2,0.2-0.5,1,0.1,0.35
FHT340,480473,238088,2017-05-16 00:00,2017-05-16 00:00,MATCH,453,453 (SP 8038),0.256410256,453,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-16 10:20,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-25 00:00,12,0,Negative,positive,453,Iain,SP8038,SP8047338088,0,Negative,FALSE,TRUE,Negative,NA,1,270,3,2,100,3,4,8,3,1,0.565025437,NA,453,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT345,483022,233199,2017-05-16 00:00,2017-05-16 00:00,MATCH,205,205 (SP 8333),0.256410256,205,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-16 18:20,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-25 00:00,12,0,Negative,positive,205,Iain,SP8333,SP8302233199,0,Negative,FALSE,TRUE,Negative,NA,1,320,3,4,10,2,3,12+,4,60,0.816258182,NA,205,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT761,516679,253614,2017-06-16 00:00,2017-06-16 00:00,MATCH,444 Kier Pond (Tempsford),444 Cemetery Road Pond,0.255791246,444,Kier Pond (Tempsford),Freshwater Habitats Trust,HJ,2017-06-16 10:00,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,2,Positive,positive,444,Hanna,TL1653,TL1667953614,2,Positive,FALSE,FALSE,Positive,NA,1,162,1,3,0,3,4,10,3,65,0.805607865,NA,444,N,N,NA,NA,NA,NA,NA
FHT438,467991,222202,2017-06-09 00:00,2017-06-09 00:00,MATCH,LAWN HOUSE.SPINNEY,415B Lawn House Spinney (SP 6799122202),0.255572314,NA,LAWN HOUSE.SPINNEY,Freshwater Habitats Trust,AH,2017-06-09 10:30,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,1,Positive,negative,NA,Adrianna,SP6722,SP6799122202,1,Positive,FALSE,FALSE,NA,Positive,1,50,3,4,100,3,3,7,4,100,0.592811308,NA,415b,N,Y,<0.2,0.2-0.5,1,0.1,0.35
FHT862,505416,251039,2017-06-26 00:00,2017-06-26 00:00,MATCH,54 Bedford Park,Bedford Park S4,0.255555556,54,Bedford Park,Freshwater Habitats Trust,PJW,2017-06-26 16:40,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,12,0,Negative,negative,54,Penny/Jeremy,TL0551,TL0541651039,0,Negative,FALSE,TRUE,NA,Negative,1,8500,1,1,25,1,1,0,2,0,0.1301627,NA,53,N,N,0.2-0.5,0.5-1,1,0.35,0.75
FHT997,468150,202470,2017-06-15 00:00,2017-06-15 00:00,MATCH,960 TETSWORTH COMMON 960,880 - Tetsworth Common,0.255249867,960,TETSWORTH COMMON 960,Freshwater Habitats Trust,PJW,2017-06-15 12:20,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-07-11 00:00,12,12,Positive,negative,960,PJW,SP6802,SP6815002470,12,Positive,FALSE,FALSE,NA,Positive,1,500,3,3,90,2,3,>12,2,65,0.672278457,NA,960,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT728,448167,202261,2017-05-23 00:00,2017-05-23 00:00,MATCH,408 Orchard Farm,408 - Orchard Farm (SP4816702261),0.255050505,408,Orchard Farm,Freshwater Habitats Trust,JB,2017-05-23 14:00,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-31 00:00,12,0,Negative,negative,408,Ian,SP4802,SP4816702261,0,Negative,FALSE,TRUE,NA,Negative,1,400,1,4,66,3,3,10,4,1,0.815599792,NA,408,Y,Y,<0.2,0.05-0.1,1,0.1,0.075
FHT1078,525629,249387,2017-06-22 00:00,2017-06-22 00:00,MATCH,Cockayne Hatley,238/869 Cockayne Hatley Pond,0.254761905,NA,Cockayne Hatley,Freshwater Habitats Trust,HW,2017-06-22 15:15,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-04 00:00,1,0,Inconclusive,negative,NA,Hannah,TL2549,TL2562949387,0,Inconclusive,FALSE,FALSE,NA,Inconclusive,1,420,2,4,100,3,4,10,2,25,0.701939466,NA,238 / 869,N,N,<0.2,<0.02,2,0.1,0.01
FHT724,458404,198887,2017-05-21 00:00,2017-05-21 00:00,MATCH,263 Marylands Farm,263 - Marylands Farm (SP5840498887),0.254497354,263,Marylands Farm,Freshwater Habitats Trust,JB,2017-05-21 13:30,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-31 00:00,12,2,Positive,negative,263,Jeremy,SU5898,SU5840498887,2,Positive,FALSE,FALSE,NA,Positive,1,550,2,3,66,3,3,9,3,80,0.877499124,NA,263,N,N,05-Feb,0.05-0.1,0,3.5,0.075
FHT429,472145,220270,2017-05-27 00:00,2017-05-27 00:00,MATCH,DODDERSHALL HOUSE.2,26A Daddashall House 2,0.254013822,NA,DODDERSHALL HOUSE.2,Freshwater Habitats Trust,AH,2017-05-27 15:00,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,12,0,Negative,positive,NA,Adrianna,SP7220,SP7214520270,0,Negative,FALSE,TRUE,Negative,NA,1,120,3,4,90,3,4,6,4,100,0.724779664,NA,26A,N,N,<0.2,0.5-1,1,0.1,0.75
FHT944,484522,214320,2017-06-28 00:00,2017-06-28 00:00,MATCH,BROUGHTON LANE,118A - Broughton Lane,0.253968254,NA,BROUGHTON LANE,Freshwater Habitats Trust,AH,2017-06-28 13:00,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-06 00:00,12,0,Negative,positive,NA,Adrianna,SP8414,SP8452214320,0,Negative,FALSE,TRUE,Negative,NA,1,3000,1,4,20,2,2,4,4,10,0.848215487,NA,1169Xb,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT585,494833,252290,2017-05-19 00:00,2017-05-19 00:00,MATCH,434 Turvey Abbey Pond,Turvey Abbey Pond 434,0.252645503,434,Turvey Abbey Pond,Freshwater Habitats Trust,HW,2017-05-19 15:50,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,0,0,Inconclusive,positive,434,Hannah,SP9452,SP9483352290,0,Negative,FALSE,TRUE,Negative,NA,1,53,3,4,100,3,4,5,3,0,0.534677571,NA,434,N,N,<0.2,0.5-1,1,0.1,0.75
FHT466,465408,234322,2017-06-22 00:00,2017-06-22 00:00,MATCH,WATER STRATFORD RD,56B - Water Stratford Road,0.250712251,NA,WATER STRATFORD RD,Freshwater Habitats Trust,AH,2017-06-22 13:00,2017-07-03 00:00,6,No,No,Yes,No,NA,2017-07-04 00:00,12,0,Negative,negative,NA,Adrianna,SP6534,SP6540834322,0,Negative,FALSE,TRUE,NA,Negative,1,1100,2,4,100,2,3,3,4,80,0.75061484,NA,56b,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT436,472371,217568,2017-05-26 00:00,2017-05-26 00:00,MATCH,114 NR. HALL FARM,114 NR.Hall Farm (SP723721 17568),0.249851456,114,NR. HALL FARM,Freshwater Habitats Trust,AH,2017-05-26 14:30,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,12,0,Negative,positive,114,Adrianna,SP7217,SP7237117568,0,Negative,FALSE,TRUE,Negative,NA,1,120,3,1,100,3,3,1,2,0,0.294901598,NA,114,N,N,<0.2,1+,1,0.1,1.1
FHT860,464120,208020,2017-06-07 00:00,2017-06-07 00:00,MATCH,370 COURT FARM 370,Court Farm,0.248148148,370,COURT FARM 370,Freshwater Habitats Trust,Penny Williams,2017-06-07 14:10,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-22 00:00,12,3,Positive,negative,370,Ian,SP6408,SP6412008020,3,Positive,FALSE,FALSE,NA,Positive,1,140,4,3,15,2,0,>12,2,75,0.575708618,NA,370,N,Y,<0.2,0.5-1,1,0.1,0.75
FHT1080,468148,201460,2017-06-15 00:00,NA,NA,"155 155/484 - Tetsworth, S of Goldpits Farm",155/484 - Tetsworth,0.24745002,155,"155/484 - Tetsworth, S of Goldpits Farm",Freshwater Habitats Trust,PJW,2017-06-15 11:10,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,12,1,Positive,positive,NA,PJW,SP6801,SP6814801460,1,Positive,FALSE,FALSE,Positive,NA,1,600,2,1,80,1,3,7,2,0,0.283409271,NA,155,N,N,<0.2,1+,1,0.1,1.1
FHT643,499670,251520,2017-06-15 00:00,2017-06-15 00:00,MATCH,892 Bromham Park Pond,Bramham Park Pond,0.244806256,892,Bromham Park Pond,Freshwater Habitats Trust,HJ,NA,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-30 00:00,12,0,Negative,negative,892,Hanna,SP9951,SP99675152,0,Negative,FALSE,TRUE,NA,Negative,1,520,2,3,80,2,2,4,2,60,0.687988811,NA,892,N,N,0.2-0.5,0.1-0.2,1,0.35,0.15
FHT464,479235,231738,2017-06-28 00:00,2017-06-28 00:00,MATCH,LITTLE HORNWOOD MANOR,265B Little Homewood Manor,0.244296639,NA,LITTLE HORNWOOD MANOR,Freshwater Habitats Trust,AH,2017-06-28 17:00,2017-07-12 00:00,6,No,No,Yes,Yes,NA,2017-07-17 00:00,12,2,Positive,negative,NA,Adrianna,SP7931,SP7923531738,2,Positive,FALSE,FALSE,NA,Positive,1,500,2,4,70,3,3,4,3,5,0.804183234,NA,265B,N,N,NA,NA,NA,NA,NA
FHT644,502811,249079,2017-06-16 00:00,2017-06-16 00:00,MATCH,Kempston Park Pond 2,530a Kempton Park Pond 2,0.244005848,NA,Kempston Park Pond 2,Freshwater Habitats Trust,HJ,NA,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,0,Negative,negative,NA,Hanna,TL0249,TL0281149079,0,Negative,FALSE,TRUE,NA,Negative,1,40,4,2,60,3,3,4,3,0,0.457301611,NA,530a,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT1001,443900,205860,2017-06-15 00:00,2017-06-15 00:00,MATCH,884 BUCKTHORNE MEADOW 884,884 - Bachthorne Meadow,0.243478261,884,BUCKTHORNE MEADOW 884,Freshwater Habitats Trust,PJW,2017-06-15 15:45,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,12,0,Negative,negative,884,PJW,SP4305,SP4390005860,0,Negative,FALSE,TRUE,NA,Negative,1,90,2,4,5,3,3,>12,4,40,0.789260347,NA,884,N,N,<0.2,<0.02,2,0.1,0.01
FHT857,451060,198090,2017-06-09 00:00,2017-06-09 00:00,MATCH,970 ABBEY FISH PONDS TOP 970,758 - Abbey Fish Ponds Top,0.242912884,970,ABBEY FISH PONDS TOP 970,Freshwater Habitats Trust,PJW,2017-06-09 19:50,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-07-10 00:00,12,0,Negative,negative,970,PJW,SU5198,SU5106098090,0,Negative,FALSE,TRUE,NA,Negative,1,110,3,3,45,3,4,4,4,80,0.772187439,NA,970,N,N,05-Feb,<0.02,1,3.5,0.01
FHT651,494955,264927,2017-06-13 00:00,2017-06-13 00:00,MATCH,470 Pumping House Pond,470 - Pumpling House Garden Pond,0.240530303,470,Pumping House Pond,Freshwater Habitats Trust,HW,2017-06-13 16:00,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-04 00:00,12,0,Negative,positive,470,Hannah,SP9464,SP9495564927,0,Negative,FALSE,TRUE,Negative,NA,1,4,1,4,70,3,1,10,2,0,0.384854677,NA,470,N,N,<0.2,<0.02,2,0.1,0.01
FHT865,462330,208870,2017-06-07 00:00,2017-06-07 00:00,MATCH,550 BALANCING POND 550,Balancing Pond,0.24025974,550,BALANCING POND 550,Freshwater Habitats Trust,Penny Williams,2017-06-07 11:45,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-22 00:00,12,1,Positive,negative,550,Ian,SP6208,SP6233008870,1,Positive,FALSE,FALSE,NA,Positive,1,2100,1,3,10,2,2,>12,3,20,0.500110059,NA,549,Y,Y,0.2-0.5,0.05-0.1,1,0.35,0.075
FHT584,510105,251700,2017-05-19 00:00,2017-05-19 00:00,MATCH,528 Howbury Hall Woodland Pond,528 - Hawbury Hall Pond,0.239745279,528,Howbury Hall Woodland Pond,Freshwater Habitats Trust,HW,2017-05-19 14:15,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-22 00:00,12,3,Positive,negative,528,Hannah,TL1051,TL1010551700,3,Positive,FALSE,FALSE,NA,Positive,1,771,1,3,30,2,4,9,3,NA,NA,AQ VEG,528,N,N,NA,NA,NA,NA,NA
FHT716,454689,205702,2017-05-13 00:00,2017-05-13 00:00,MATCH,394 Lye Valley,394 - Lye Valley (SP 54689 05702),0.23953824,394,Lye Valley,Freshwater Habitats Trust,Jeremy,NA,2017-05-23 00:00,6,No,No,Yes,Yes,* no survey time &,2017-05-24 00:00,12,0,Negative,negative,394,Jeremy,SP5405,SP5468905702,0,Negative,FALSE,TRUE,NA,Negative,1,53,1,4,10,3,3,0,3,60,0.452963766,NA,394,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT437,471353,221911,2017-05-27 00:00,2017-05-27 00:00,MATCH,13 FINEMERE WOOD,13 Finmere Wood (SP71353 21911),0.237320789,13,FINEMERE WOOD,Freshwater Habitats Trust,AH,2017-05-27 18:30,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,12,8,Positive,positive,13,Adrianna,SP7121,SP7135321911,8,Positive,FALSE,FALSE,Positive,NA,1,220,2,4,100,2,3,5,4,20,0.673454986,NA,13,N,N,<0.2,<0.02,2,0.1,0.01
FHT608,507360,238450,2017-05-30 00:00,2017-05-30 00:00,MATCH,279 Maulden Woods,279-Maulden Hoods Pond,0.235516934,279,Maulden Woods,Freshwater Habitats Trust,HJ,2017-05-30 12:00,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,9,Positive,negative,279,Hanna,TL0738,TL07363845,9,Positive,FALSE,FALSE,NA,Positive,1,300,1,3,85,3,3,5,4,15,0.743780775,NA,279,N,N,<0.2,<0.2,1,0.1,0.01
FHT1064,502507,248862,2017-06-22 00:00,2017-06-22 00:00,MATCH,Great Denham Country Park,555/864 - Great Denham Country Park,0.235238095,NA,Great Denham Country Park,Freshwater Habitats Trust,HW,2017-06-22 11:00,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-04 00:00,12,0,Negative,negative,NA,Hannah,TL0248,TL0250748862,0,Negative,FALSE,TRUE,NA,Negative,1,1549,1,4,1,3,4,3,3,0,0.79973605,NA,555 / 864,N,N,<0.2,<0.02,2,0.1,0.01
FHT974,480588,216137,2017-06-20 00:00,2017-06-20 00:00,MATCH,QUARRENDON LEAS.3,232B - Quarrendon Leas 3,0.234885621,NA,QUARRENDON LEAS.3,Freshwater Habitats Trust,AH,2017-06-20 12:00,2017-06-23 00:00,6,No,No,Yes,Yes,"1 tube missing 5mls, topped up with HPLC water at SR",2017-06-29 00:00,12,0,Negative,negative,NA,Adrianna,SP8016,SP8058816137,0,Negative,FALSE,TRUE,NA,Negative,1,350,4,4,10,3,4,4,3,100,0.712607738,NA,232B,N,N,<0.2,<0.02,2,0.1,0.01
FHT1095,504739,263149,2017-06-11 00:00,2017-06-11 00:00,MATCH,Riseley Lodge Farm,875 - Risley Lodge Farm,0.232926021,NA,Riseley Lodge Farm,Freshwater Habitats Trust,PJW,2017-06-11 12:30,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,1,Positive,negative,NA,Hannah,TL0463,TL0473963149,1,Positive,FALSE,FALSE,NA,Positive,1,3165,3,4,40,2,4,7,3,50,0.278055417,NA,543 / 875,N,N,<0.2,<0.02,2,0.1,0.01
FHT670,457108,192728,2017-06-14 00:00,2017-06-14 00:00,MATCH,195 Earth Trust - Little Wittenham Wood,195P Little Wittenham Wood,0.232478632,195,Earth Trust - Little Wittenham Wood,Freshwater Habitats Trust,IS,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,0,Negative,positive,195,Ian,SU5792,SU5710892728,0,Negative,FALSE,TRUE,Negative,NA,1,135,3,2.5,70,3,4,>12,4,30,0.738483387,NA,195,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT615,499079,258501,2017-06-21 00:00,2017-06-21 00:00,MATCH,Felmersham Gravel Pits,274 - Felmersham Gravel Pit,0.232082732,NA,Felmersham Gravel Pits,Freshwater Habitats Trust,HW,2017-06-21 11:55,2017-07-03 00:00,6,No,No,Yes,No,NA,2017-07-04 00:00,12,0,Negative,negative,NA,Hannah,SP9958,SP9907958501,0,Negative,FALSE,TRUE,NA,Negative,1,306,1,4,10,3,1,3,4,20,0.532582961,NA,274 / 876,N,N,<0.2,<0.02,2,0.1,0.01
FHT861,451300,197840,2017-06-09 00:00,2017-06-09 00:00,MATCH,971 ABBEY FISH PONDS BOTTOM 971,758 - Abbey Fish Ponds Bottom,0.229271841,971,ABBEY FISH PONDS BOTTOM 971,Freshwater Habitats Trust,PJW,2017-06-09 20:30,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,12,0,Negative,negative,971,PJW,SU5197,SU5130097840,0,Negative,FALSE,TRUE,NA,Negative,1,55,4,3,100,3,4,4,4,0,0.452737904,NA,971,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT667,452243,199336,2017-05-26 00:00,2017-05-26 00:00,MATCH,218 Radley C of E Primary School,218-Radley Primary School,0.228611111,218,Radley C of E Primary School,Freshwater Habitats Trust,IS,NA,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-08 00:00,11,0,Negative,negative,218,Ian,SU5299,SU5224399336,0,Negative,FALSE,TRUE,NA,Negative,1,200,3,4,80,3,4,4,4,60,0.792075584,NA,218,N,N,<0.2,0.5-1,1,0.1,0.75
FHT1081,497360,250150,2017-06-12 00:00,2017-06-12 00:00,MATCH,387 Mt Pleasant South,387 - Mount Pleasant Farm South,0.226574501,387,Mt Pleasant South,Freshwater Habitats Trust,PJW,2017-06-12 09:15,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,12,0,Negative,negative,387,Penny/Jeremy,SP9750,SP97365015,0,Negative,FALSE,TRUE,NA,Negative,1,196,4,3,100,3,4,4,2,2,0.465483455,NA,387,N,N,<0.2,0.5-1,1,0.1,0.75
FHT1067,509696,262118,2017-06-24 00:00,2017-06-24 00:00,MATCH,Daisy Pond,351 - Daisy Pond,0.225,NA,Daisy Pond,Freshwater Habitats Trust,HW,2017-06-24 10:00,2017-07-03 00:00,6,No,No,Yes,Yes,NA,2017-07-06 00:00,11,0,Negative,negative,NA,Hannah,TL0962,TL0969662118,0,Negative,FALSE,TRUE,NA,Negative,1,172,2,4,0,3,4,6,2,75,0.8058574,NA,351 / 857,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT597,502170,242130,2017-05-19 00:00,2017-05-19 00:00,MATCH,420 Marston Vale Pond,Morston Vale Pond,0.223972923,420,Marston Vale Pond,Freshwater Habitats Trust,HW,2017-05-19 12:00,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,5,2,Positive,positive,420,Hanna,TL0242,TL02174213,2,Positive,FALSE,FALSE,Positive,NA,1,335,3,3,40,2,3,2,2,50,0.653442592,NA,420,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT364,479883,240396,2017-05-31 00:00,2017-05-31 00:00,MATCH,122,112,0.222222222,122,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-31 17:30,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-14 00:00,12,0,Negative,negative,122,Iain,SP7940,SP7988340396,5,Positive,FALSE,FALSE,NA,Positive,1,2380,1,4,0,2,1,5,4,10,0.540906846,NA,121,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT866,507070,253010,2017-06-12 00:00,2017-06-12 00:00,MATCH,334 Mosbury Hill Gate Course,334 - Mosbury Hill Golf Course,0.217936508,334,Mosbury Hill Gate Course,Freshwater Habitats Trust,PJW,2017-06-12 18:40,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,0,1,Positive,negative,334,Hannah,TL0753,TL07075301,1,Positive,FALSE,FALSE,NA,Positive,1,213,2,4,10,2,3,12,3,65,0.80500912,NA,334,N,N,<0.2,<0.02,2,0.1,0.01
FHT703,465930,208900,2017-06-27 00:00,2017-06-27 00:00,MATCH,923 PEPPERSHILL WEST 923,Peppershill West 925,0.217690058,923,PEPPERSHILL WEST 923,Freshwater Habitats Trust,PJW,2017-06-27 10:00,2017-07-12 00:00,6,No,No,Yes,Yes,NA,2017-07-17 00:00,12,1,Positive,negative,923,PJW,SP6508,SP6593008900,1,Positive,FALSE,FALSE,NA,Positive,1,120,2,4,0,2,3,>12,3,30,0.733553117,NA,923,N,N,<0.2,1+,1,0.1,1.1
FHT461,485368,216681,2017-06-28 00:00,2017-06-28 00:00,MATCH,MOAT AT HULCOTT,588A Moat at Mulcott,0.217460317,NA,MOAT AT HULCOTT,Freshwater Habitats Trust,AH,2017-06-28 14:00,2017-07-12 00:00,6,No,No,Yes,Yes,NA,2017-07-17 00:00,12,2,Positive,negative,NA,Adrianna,SP8516,SP8536816681,2,Positive,FALSE,FALSE,NA,Positive,1,2500,1,4,80,3,3,3,4,60,0.171451979,NA,588a,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT1089,505000,251710,2017-06-17 00:00,2017-06-17 00:00,MATCH,863 Rookmeand Balancing Pond,863- Bookmead Balancing,0.215493444,863,Rookmeand Balancing Pond,Freshwater Habitats Trust,PJW,2017-06-17 16:15,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-07-10 00:00,12,1,Positive,negative,863,Penny/Jeremy,TL0551,TL05005171,1,Positive,FALSE,FALSE,NA,Positive,1,400,3,2,55,2,3,4,1,25,0.443335872,NA,863,Y,Y,<0.2,0.1-0.2,1,0.1,0.15
FHT472,485220,216890,2017-06-28 00:00,2017-06-28 00:00,MATCH,CHURCH FARM HOUSE,588B - Church Farm House,0.214869281,NA,CHURCH FARM HOUSE,Freshwater Habitats Trust,AH,2017-06-28 14:30,2017-07-03 00:00,6,No,No,Yes,No,NA,2017-07-04 00:00,12,12,Positive,negative,NA,Adrianna,SP8516,SP8522016890,12,Positive,FALSE,FALSE,NA,Positive,1,250,3,4,50,3,3,3,4,50,0.786975788,NA,588b,N,N,0.2-0.5,0.05-0.1,1,0.35,0.075
FHT467,480174,226862,2017-06-29 00:00,2017-06-29 00:00,MATCH,SWANBOURNE HOUSE SCHOOL.2,574B - Swanbourne House School 2,0.214722222,NA,SWANBOURNE HOUSE SCHOOL.2,Freshwater Habitats Trust,AH,2017-06-29 08:30,2017-07-03 00:00,6,No,No,Yes,No,NA,2017-07-06 00:00,11,0,Negative,negative,NA,Adrianna,SP8026,SP8017426862,0,Negative,FALSE,TRUE,NA,Negative,1,150,2,4,0,3,4,4,3,90,0.83400395,NA,574b,N,Y,<0.2,<0.02,2,0.1,0.01
FHT468,480136,226801,2017-06-29 00:00,2017-06-29 00:00,MATCH,SWANBOURNE HOUSE SCHOOL.1,574A - Swanbourne House School 1,0.214722222,NA,SWANBOURNE HOUSE SCHOOL.1,Freshwater Habitats Trust,AH,2017-06-29 08:00,2017-07-03 00:00,6,No,No,Yes,No,NA,2017-07-06 00:00,10,1,Positive,negative,NA,Adrianna,SP8026,SP8013626801,1,Positive,FALSE,FALSE,NA,Positive,1,300,2,4,50,3,4,4,3,90,0.893863301,NA,574a,N,N,<0.2,<0.02,2,0.1,0.01
FHT448,468190,226797,2017-05-29 00:00,2017-05-29 00:00,MATCH,202 BRIARHILL.1,202 Briar Hill 1 (SP 68190 26797),0.214141414,202,BRIARHILL.1,Freshwater Habitats Trust,AH,2017-05-29 10:00,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-05 00:00,12,2,Positive,positive,202,Adrianna,SP6826,SP6819026797,2,Positive,FALSE,FALSE,Positive,NA,1,350,1,3,75,3,3,2,2,40,0.691920641,NA,202,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT691,433298,199367,2017-05-19 00:00,2017-05-19 00:00,MATCH,208 Buckland Marsh,Pond 208 p Buckland Marsh,0.213703704,208,Buckland Marsh,Freshwater Habitats Trust,IS,NA,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-05 00:00,12,0,Negative,positive,208,Ian,SU3399,SU3329899367,0,Negative,FALSE,TRUE,Negative,NA,1,0,3.5,1.5,80,3,4,3,4,5,0.816258182,NA,205,N,N,Lost,Lost,NA,NA,NA
FHT719,478400,212320,2017-06-27 00:00,2017-06-27 00:00,MATCH,925 STONE 925,Stone 925,0.213675214,925,STONE 925,Freshwater Habitats Trust,PJW,2017-06-27 15:30,2017-07-12 00:00,6,No,No,Yes,Yes,NA,2017-07-17 00:00,12,12,Positive,negative,925,PJW,SP7812,SP7840012320,12,Positive,FALSE,FALSE,NA,Positive,1,330,2,2,65,3,3,5,2,22,0.677166111,NA,925,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT715,451419,204492,2017-05-13 00:00,2017-05-13 00:00,MATCH,324 Hinksey,324 - Hinksey (SP 51419 04492),0.211111111,324,Hinksey,Freshwater Habitats Trust,Jeremy,NA,2017-05-23 00:00,6,No,No,Yes,Yes,* no survey time &,2017-05-24 00:00,12,0,Negative,negative,324,Jeremy,SP5104,SP5141904492,0,Negative,FALSE,TRUE,NA,Negative,1,5000,1,4,68,3,1,3,3,30,0.709493156,NA,322,N,N,<0.2,NA,1,0.1,NA
