labname	sitename	lysis_ratio	UTM_E	UTM_N	be10	tri	slope	aspect	Nss	Ess	twi	ht	ht.r250	ht.r500	ht.r1k	cov2_4	cov2_4.r250	cov2_4.r500	cov2_4.r1k	cov4_16	cov4_16.r250	cov4_16.r500	cov4_16.r1k	be500	mTopo	cut.r1k.pt	clearcut	insideHJA	oldGrowthIndex	elevation_f	canopyHeight_f	minT_annual	maxT_annual	precipitation_mm	distToRoad_m	distToStream_m	YrsSinceDist	B1_20180717	B2_20180717	B3_20180717	B4_20180717	B5_20180717	B6_20180717	B7_20180717	B10_20180717	B11_20180717	NDVI_20180717	EVI_20180717	B_20180717	G_20180717	W_20180717	B1_20180726	B2_20180726	B3_20180726	B4_20180726	B5_20180726	B6_20180726	B7_20180726	B10_20180726	B11_20180726	NDVI_20180726	EVI_20180726	B_20180726	G_20180726	W_20180726	B1_20180802	B2_20180802	B3_20180802	B4_20180802	B5_20180802	B6_20180802	B7_20180802	B10_20180802	B11_20180802	NDVI_20180802	EVI_20180802	B_20180802	G_20180802	W_20180802	B1_20180818	B2_20180818	B3_20180818	B4_20180818	B5_20180818	B6_20180818	B7_20180818	B10_20180818	B11_20180818	NDVI_20180818	EVI_20180818	B_20180818	G_20180818	W_20180818	mean.NDVI	mean.EVI	mean.bright	mean.green	mean.wet	mean.NDVI.scale	mean.EVI.scale	mean.green.scale	mean.bright.scale	mean.wet.scale	l_Cover_2m_max	l_Cover_2m_max_all	l_Cover_2m_4m	l_Cover_2m_4m_all	l_Cover_4m_16m	l_p25	l_p25_all	l_p95	l_p95_all	l_rumple	uniqueID	elevation_m	canopyHeight_m	B1_median	B2_median	B3_median	B4_median	B5_median	B6_median	B7_median	B10_median	B11_median	lg_DistStream	lg_DistRoad	lg_YrsDisturb	lg_cover2m_max	lg_cover2m_4m	lg_cover4m_16m	ndmi_stdDev	ndvi_p5	ndvi_p50	ndvi_p95	ndmi_p5	ndmi_p50	ndmi_p95	savi_p50	LC08_045029_20180726_B1	LC08_045029_20180726_B3	LC08_045029_20180726_B4	LC08_045029_20180726_B5	LC08_045029_20180726_B7	LC08_045029_20180726_B10	ndmi_stdDev_100m	ndvi_p5_100m	ndvi_p50_100m	ndvi_p95_100m	ndmi_p5_100m	ndmi_p50_100m	ndmi_p95_100m	savi_p50_100m	LC08_045029_20180726_B1_100m	LC08_045029_20180726_B3_100m	LC08_045029_20180726_B4_100m	LC08_045029_20180726_B5_100m	LC08_045029_20180726_B7_100m	LC08_045029_20180726_B10_100m	tpi250	tpi500	tpi1k	tpi
S-5-6	HOBO-317-M1-S2	0.3	565892	4901708	943.2081299	1.108276367	8.437942809	210.6025205	-0.860719633	-0.509079281	7.374244812	54.56999969	31.98430971	31.09168917	33.60649956	0.010651896	0.023860504	0.033938166	0.027553708	0.023114614	0.174628455	0.184460882	0.150506263	971.38478	-28.17665008	0.333523538	no	yes	61	3094.669922	163.4301758	3.059999943	13.90999985	2165.870117	22.75530437	201.5549148	200	6	45	235	127	2419	725	268	3000	2994	900	2014	1854	1745	-183	151	175	359	191	2892	956	348	3007	2995	876	2476	2329	2022	-264	30	68	243	136	2436	689	250	2941	2933	894	2096	1861	1751	-139	-46	11	202	107	2484	704	256	2970	2965	917	1951	1850	1823	-165	0.89675	2.13425	1973.5	1835.25	-187.75	0.373079679	0.313264271	0.223555691	0.010080669	0.339398383	0.99691093	0.962792575	0.010651896	0.035789672	0.023114614	41.79999924	31.19000053	54.56999969	52.95999908	4.79146862	HOBO-317_M1_S2	943.2553922	49.81351758	18	56.5	239	131.5	2460	714.5	262	2985	2979.5	5.306066836	3.124842222	5.298322367	-0.002091255	-4.452286385	-3.724937224	0.057631617	0.754575431	0.875704944	0.925644934	0.426747888	0.520438969	0.621291935	-0.780549049	137	344	189	3062	427	3007	0.04611133	0.774724155	0.870357702	0.916123121	0.43696817	0.543164386	0.610211275	-0.814614034	138.6857143	322.8	180.8571429	2660.371429	340.4857143	3007.314286	217.3171082	195.8870239	206.0276337	3
S-14-5	HOBO-331-M1-S2	0.2	570775	4896043	1114.889282	1.876037598	13.46731135	297.9557274	0.468789166	-0.883310091	8.687329613	56.93000031	28.81029423	33.25315803	29.14661119	0.071567118	0.068170236	0.064604983	0.060683883	0.277167141	0.313034125	0.272177099	0.223234731	1159.139405	-44.25012241	0.264479315	no	yes	44	3661.409912	51.16015625	3.049999952	13.85999966	2629.840088	58.82095611	39.98328825	200	-59	-3	158	96	1824	554	226	2981	2976	900	1782	1390	1324	-162	90	108	241	143	2085	709	281	2988	2980	871	2275	1684	1458	-225	-39	17	131	88	1677	514	193	2926	2922	900	1911	1274	1220	-146	-118	-49	114	70	1743	510	219	2953	2948	922	1652	1286	1293	-159	0.89825	1.905	1408.5	1323.75	-173	0.406125026	-0.843161288	-1.187159294	-1.36718751	0.406395646	0.964092135	0.93656075	0.071567118	0.07865788	0.277167141	10.48999977	9.319999695	56.93000031	55.39749908	9.76783371	HOBO-331_M1_S2	1115.997741	15.59361563	-49	7	144.5	92	1783.5	534	222.5	2967	2962	3.688486583	4.074515188	5.298322367	-0.035531705	-2.623243378	-1.279533118	0.031410206	0.633587778	0.862492144	0.922779918	0.474972188	0.53805232	0.597960651	-0.806907833	90	241	143	2085	281	2988	0.047458743	0.629348657	0.857383619	0.916098475	0.457362793	0.53699829	0.639155221	-0.805281757	103.3235294	270.4705882	165.9411765	2347.705882	319.4411765	2987.558824	266.1066284	223.8163757	140.6097412	3
S-14-6	HOBO-333-M1-S2	0.071428571	570483	4895464	1260.346069	2.542129517	17.52911379	109.227986	-0.329327886	0.944215623	4.49680369	31.55999947	30.13290826	27.92745639	26.08886746	0.012010253	0.069320447	0.075943357	0.066563634	0.207396552	0.229221437	0.266248899	0.228263697	1246.722632	13.623437	0.214835949	no	yes	40	4133.089844	84.59033203	3.049999952	13.10999966	2670.929932	22.27125232	142.913039	200	-5	68	315	254	2092	903	477	2997	2988	783	1478	1878	1366	-427	141	173	392	293	2543	1060	523	3005	2992	793	1872	2271	1660	-460	-5	77	252	224	2062	786	390	2940	2935	804	1623	1763	1386	-321	-23	47	275	264	1941	827	431	2968	2964	760	1321	1741	1263	-377	0.785	1.5735	1913.25	1418.75	-396.25	-2.088798713	-2.515375345	-0.925149668	-0.13678731	-0.607647661	0.878725767	0.815618038	0.012010253	0.019676488	0.207396552	16.02499962	12.89999962	31.55999947	30.13999939	6.724962234	HOBO-333_M1_S2	1259.765784	25.7831332	-5	72.5	295	259	2077	865	454	2982.5	2976	4.962243324	3.103341613	5.298322367	-0.128145048	-4.342017537	-1.568312515	0.068731169	0.565072775	0.658406377	0.77491653	0.223612756	0.304659486	0.44470045	-0.456914812	268	551	532	2451	829	3004	0.068344636	0.658786269	0.824020224	0.891256472	0.37211133	0.482821237	0.628241103	-0.724068893	139.71875	365.5625	258.15625	2764.75	489.3125	3000.71875	327.3930054	300.6894531	259.2238159	1
S-14-7	HOBO-333-M2-S2	0.088235294	570483	4895464	1260.346069	2.542129517	17.52911379	109.227986	-0.329327886	0.944215623	4.49680369	31.55999947	30.13290826	27.92745639	26.08886746	0.012010253	0.069320447	0.075943357	0.066563634	0.207396552	0.229221437	0.266248899	0.228263697	1246.722632	13.623437	0.214835949	no	yes	40	4133.089844	84.59033203	3.049999952	13.10999966	2670.929932	22.27125232	142.913039	200	-5	68	315	254	2092	903	477	2997	2988	783	1478	1878	1366	-427	141	173	392	293	2543	1060	523	3005	2992	793	1872	2271	1660	-460	-5	77	252	224	2062	786	390	2940	2935	804	1623	1763	1386	-321	-23	47	275	264	1941	827	431	2968	2964	760	1321	1741	1263	-377	0.785	1.5735	1913.25	1418.75	-396.25	-2.088798713	-2.515375345	-0.925149668	-0.13678731	-0.607647661	0.878725767	0.815618038	0.012010253	0.019676488	0.207396552	16.02499962	12.89999962	31.55999947	30.13999939	6.724962234	HOBO-333_M2_S2	1259.765784	25.7831332	-5	72.5	295	259	2077	865	454	2982.5	2976	4.962243324	3.103341613	5.298322367	-0.128145048	-4.342017537	-1.568312515	0.068731169	0.565072775	0.658406377	0.77491653	0.223612756	0.304659486	0.44470045	-0.456914812	268	551	532	2451	829	3004	0.068344636	0.658786269	0.824020224	0.891256472	0.37211133	0.482821237	0.628241103	-0.724068893	139.71875	365.5625	258.15625	2764.75	489.3125	3000.71875	327.3930054	300.6894531	259.2238159	1
S-11-3	HOBO-335-M1-S2	0.12	561664	4897213	586.3308716	1.097419739	7.709841818	317.0836439	0.732348545	-0.680929959	8.520726572	35.97600174	36.02612453	38.98107989	37.50772255	0.045617573	0.026436029	0.023959364	0.022618314	0.068034075	0.11733742	0.129334514	0.133033805	571.4039233	14.92694826	0.256490728	yes	yes	43	1924.359985	116.1900635	3.680000067	15.43000031	2069.97998	67.41671092	245.4879892	68	9	52	207	106	2092	648	232	3012	3004	903	2122	1612	1508	-172	152	164	301	153	2416	852	322	3015	3002	880	2687	1970	1684	-278	64	75	216	120	2127	657	245	2950	2943	893	2195	1654	1521	-174	-46	0	148	73	1902	581	214	2969	2961	926	1953	1424	1401	-170	0.9005	2.23925	1665	1528.5	-198.5	0.455693048	0.842924832	-0.622459601	-0.741932134	0.29056987	0.95438242	0.8958776	0.045617573	0.061340135	0.068034075	23.77000046	18.29000092	35.97600174	34.54999924	5.896992683	HOBO-335_M1_S2	586.5449234	35.41473135	36.5	63.5	211.5	113	2109.5	652.5	238.5	2990.5	2981.5	5.503252096	4.210907757	4.219522411	-0.045643579	-3.065777707	-2.673155053	0.041857503	0.79007417	0.874151766	0.925537467	0.44945699	0.536061049	0.598947346	-0.803952157	163	290	153	2348	290	3016	0.040497313	0.772393968	0.869495886	0.914842842	0.457522151	0.536442679	0.609741404	-0.804495689	165	303.7647059	164.8529412	2396.088235	293.1176471	3014.411765	148.0003967	146.9206848	106.8492813	5
S-11-4	HOBO-335-M2-S2	0.085714286	561664	4897213	586.3308716	1.097419739	7.709841818	317.0836439	0.732348545	-0.680929959	8.520726572	35.97600174	36.02612453	38.98107989	37.50772255	0.045617573	0.026436029	0.023959364	0.022618314	0.068034075	0.11733742	0.129334514	0.133033805	571.4039233	14.92694826	0.256490728	yes	yes	43	1924.359985	116.1900635	3.680000067	15.43000031	2069.97998	67.41671092	245.4879892	68	9	52	207	106	2092	648	232	3012	3004	903	2122	1612	1508	-172	152	164	301	153	2416	852	322	3015	3002	880	2687	1970	1684	-278	64	75	216	120	2127	657	245	2950	2943	893	2195	1654	1521	-174	-46	0	148	73	1902	581	214	2969	2961	926	1953	1424	1401	-170	0.9005	2.23925	1665	1528.5	-198.5	0.455693048	0.842924832	-0.622459601	-0.741932134	0.29056987	0.95438242	0.8958776	0.045617573	0.061340135	0.068034075	23.77000046	18.29000092	35.97600174	34.54999924	5.896992683	HOBO-335_M2_S2	586.5449234	35.41473135	36.5	63.5	211.5	113	2109.5	652.5	238.5	2990.5	2981.5	5.503252096	4.210907757	4.219522411	-0.045643579	-3.065777707	-2.673155053	0.041857503	0.79007417	0.874151766	0.925537467	0.44945699	0.536061049	0.598947346	-0.803952157	163	290	153	2348	290	3016	0.040497313	0.772393968	0.869495886	0.914842842	0.457522151	0.536442679	0.609741404	-0.804495689	165	303.7647059	164.8529412	2396.088235	293.1176471	3014.411765	148.0003967	146.9206848	106.8492813	5
S-12-3	HOBO-341-M1-S2	0.2	562273	4896274	789.7816772	1.729393005	11.3418199	265.3948655	-0.080288249	-0.996771688	9.059110126	68.22000122	37.20462461	35.46511342	34.3229431	0.024121832	0.032952082	0.030332262	0.025049477	0.153512672	0.164384573	0.185234883	0.156701999	810.658942	-20.87726478	0.383737518	no	yes	32	2591.77002	111.1799316	4.170000076	14.56999969	2220.060059	40.48778713	207.8060719	200	-1	40	198	123	1670	655	273	3002	2993	862	1833	1384	1163	-266	164	182	321	197	2069	895	369	3004	2994	826	2480	1831	1372	-373	37	72	196	130	1616	588	247	2940	2933	851	2000	1336	1116	-211	-50	5	164	104	1676	635	267	2962	2956	883	1736	1348	1193	-262	0.8555	2.01225	1474.75	1211	-278	-0.535667378	-0.302150857	-1.49812335	-1.205693675	-0.070534017	0.970320165	0.908702612	0.024121832	0.043750271	0.153512672	21.82999992	17.52000046	68.22000122	65.62000275	11.23810768	HOBO-341_M1_S2	789.9715021	33.88764315	18	56	197	126.5	1673	645	270	2982	2974.5	5.33661011	3.701025075	5.298322367	-0.029099138	-3.684018006	-1.867479169	0.045055706	0.62457335	0.861661255	0.920529783	0.43092522	0.518376291	0.605009615	-0.777457833	151	326	177	3049	396	3005	0.046021289	0.673531359	0.861066752	0.92042481	0.394838336	0.501631923	0.584285904	-0.752288377	146.2058824	289.8823529	165.2058824	2467.382353	343.5294118	3004.294118	190.1263123	165.9016571	142.9176025	3
S-12-4	HOBO-345-M1-S2	0.545454545	563178	4896142	1040.920532	3.158706665	22.27855927	270.176478	0.003080117	-0.999995256	4.937479996	43.88999939	35.07416267	35.48156706	32.32877011	0.010006065	0.016016991	0.023986174	0.028679747	0.127956331	0.10526951	0.141454371	0.152282656	972.2274417	68.69309052	0.417689016	no	yes	56	3412.72998	138.0200195	3.630000114	14.38000011	2334.959961	35.71219443	213.0339074	200	-11	37	248	168	2012	770	361	2989	2984	845	1680	1682	1386	-320	136	162	323	203	2248	844	351	2996	2990	834	2270	1914	1516	-297	25	64	243	159	2042	679	289	2927	2921	855	1870	1652	1422	-212	-51	2	169	127	1683	642	307	2959	2953	859	1600	1378	1181	-282	0.84825	1.855	1656.5	1376.25	-277.75	-0.695386558	-1.095380603	-1.042364501	-0.762652097	-0.069398471	0.86931473	0.899730027	0.010006065	0.011004409	0.127956331	22.31999969	19.85000038	43.88999939	42.1969986	4.426437378	HOBO-345_M1_S2	1040.200098	42.06850194	7	50.5	245.5	163.5	2027	724.5	329	2974	2968.5	5.361456037	3.575520212	5.298322367	-0.138900374	-4.509308835	-2.048281453	0.043197928	0.751789987	0.838966191	0.885163426	0.439679116	0.513625383	0.600523353	-0.770305216	140	357	231	2560	394	2997	0.038018542	0.751448107	0.832431181	0.902238672	0.431478187	0.501165231	0.566944529	-0.751560394	127.6764706	310.6764706	192.4411765	2222.147059	334.8823529	2996.794118	287.633667	292.5487976	281.1175842	1
S-11-5	HOBO-347-M1-S2	0.1	561155	4895781	745.223938	1.348609924	9.518954435	341.2085894	0.946697562	-0.322123776	8.779366722	58.25699997	35.28399141	37.63896012	37.06308277	5.27E-04	0.014266634	0.020572278	0.021750115	0.116085537	0.123296058	0.136998025	0.132893827	770.897494	-25.67355604	0.206276748	no	yes	15	2446.879883	197.5800781	4.170000076	15.07999992	2006.209961	178.6770368	1073.540075	200	7	53	228	128	2541	851	333	3000	2994	904	2071	1977	1833	-290	169	181	339	191	2870	1069	426	3003	2994	875	2518	2363	1998	-396	56	88	255	151	2585	897	354	2935	2930	889	2148	2053	1840	-313	-31	16	182	104	2378	773	296	2958	2953	916	1971	1811	1739	-258	0.896	2.177	2051	1852.5	-314.25	0.356557005	0.528911785	0.271131123	0.198997985	-0.235188306	0.995154321	0.902385056	5.27E-04	0.021177061	0.116085537	18.21999931	14.98999977	58.25699997	53.97850037	6.672401905	HOBO-347_M1_S2	745.8089883	60.2224078	31.5	70.5	241.5	139.5	2563	874	343.5	2979	2973.5	6.978717879	5.185585509	5.298322367	-0.003853092	-6.484644185	-2.144850528	0.037857576	0.550458729	0.865030646	0.922934413	0.395480216	0.495652795	0.551582873	-0.74333626	169	353	193	3178	456	3002	0.042790475	0.602835705	0.871805932	0.942362411	0.410285412	0.50732569	0.588247628	-0.760808972	154.4	295.8285714	162.2285714	2553.571429	339.2285714	3002.485714	175.8655243	153.1479187	141.2840118	3
S-11-6	HOBO-347-M2-S2	0.24	561155	4895781	745.223938	1.348609924	9.518954435	341.2085894	0.946697562	-0.322123776	8.779366722	58.25699997	35.28399141	37.63896012	37.06308277	5.27E-04	0.014266634	0.020572278	0.021750115	0.116085537	0.123296058	0.136998025	0.132893827	770.897494	-25.67355604	0.206276748	no	yes	15	2446.879883	197.5800781	4.170000076	15.07999992	2006.209961	178.6770368	1073.540075	200	7	53	228	128	2541	851	333	3000	2994	904	2071	1977	1833	-290	169	181	339	191	2870	1069	426	3003	2994	875	2518	2363	1998	-396	56	88	255	151	2585	897	354	2935	2930	889	2148	2053	1840	-313	-31	16	182	104	2378	773	296	2958	2953	916	1971	1811	1739	-258	0.896	2.177	2051	1852.5	-314.25	0.356557005	0.528911785	0.271131123	0.198997985	-0.235188306	0.995154321	0.902385056	5.27E-04	0.021177061	0.116085537	18.21999931	14.98999977	58.25699997	53.97850037	6.672401905	HOBO-347_M2_S2	745.8089883	60.2224078	31.5	70.5	241.5	139.5	2563	874	343.5	2979	2973.5	6.978717879	5.185585509	5.298322367	-0.003853092	-6.484644185	-2.144850528	0.037857576	0.550458729	0.865030646	0.922934413	0.395480216	0.495652795	0.551582873	-0.74333626	169	353	193	3178	456	3002	0.042790475	0.602835705	0.871805932	0.942362411	0.410285412	0.50732569	0.588247628	-0.760808972	154.4	295.8285714	162.2285714	2553.571429	339.2285714	3002.485714	175.8655243	153.1479187	141.2840118	3
S-12-5	HOBO-349-M1-S2	0.171428571	562725	4897644	562.024231	2.577095032	16.91142418	298.9647002	0.484270676	-0.874918232	7.160227406	60.17750168	37.26739791	35.79762535	34.95413667	0.012621825	0.010014713	0.020010215	0.02010788	0.19651702	0.110123487	0.147472989	0.148611928	590.6957064	-28.67147546	0.371184023	no	yes	66	1849.26001	53.35998535	3.549999952	15.27000046	2121.790039	18.36726068	317.6982905	200	24	50	188	111	1992	707	280	3012	3004	894	2058	1578	1425	-260	147	150	262	143	2276	883	350	3014	3000	881	2652	1881	1587	-349	37	64	167	100	1703	554	214	2951	2943	889	2197	1337	1214	-169	-38	5	142	80	1816	620	243	2967	2959	915	1920	1396	1326	-227	0.89475	2.20675	1548	1388	-251.25	0.329019215	0.678982277	-1.009958047	-1.02713634	0.050969492	0.862278342	0.871323526	0.012621825	0.017981283	0.19651702	16.29000092	13.47999954	60.17750168	54.70199966	6.222878456	HOBO-349_M1_S2	563.654451	16.26412353	30.5	57	177.5	105.5	1904	663.5	261.5	2989.5	2979.5	5.761105308	2.910624212	5.298322367	-0.147018111	-4.29608202	-1.621930519	0.053675512	0.648000002	0.849424243	0.931271493	0.412803531	0.480487794	0.622377634	-0.720292509	143	235	143	1659	264	3014	0.045565898	0.680358051	0.846383195	0.914266673	0.391411185	0.479232706	0.563785582	-0.718619875	158.7142857	275.2285714	163.5142857	2092.057143	314.3428571	3013.714286	129.5396271	107.5983734	62.22225952	6
S-12-6	HOBO-351-M1-S2	0.034285714	562042	4895853	896.798584	2.500495911	17.70757	358.7478663	0.999761214	-0.021852117	6.755677597	42.90999985	38.07442384	36.69030994	33.88272154	0.037655309	0.024291772	0.026001166	0.024174742	0.232792139	0.119735188	0.154632265	0.152109492	905.4858275	-8.687243533	0.394008559	no	yes	47	2939.459961	93.67993164	4.079999924	14.86999989	2075.419922	17.72213879	621.2394419	200	-27	18	172	90	1725	534	209	2993	2988	900	1918	1330	1243	-152	109	129	264	134	1858	664	258	2999	2990	865	2542	1543	1276	-214	15	38	160	91	1521	423	161	2934	2927	887	2005	1166	1088	-82	-90	-49	82	34	1247	390	149	2955	2951	946	1666	914	936	-132	0.8995	2.03275	1238.25	1135.75	-145	0.433662816	-0.198740938	-1.705662554	-1.782196196	0.533576889	0.914703846	0.873180628	0.037655309	0.045623653	0.232792139	12.44750023	11.18999958	42.90999985	41.20000076	6.620513439	HOBO-351_M1_S2	895.9473961	28.55364316	-6	28	166	90.5	1623	478.5	185	2974	2969.5	6.431718192	2.874871062	5.298322367	-0.088062279	-3.253071157	-1.453322853	0.057466378	0.56424582	0.867135942	0.992805779	0.40966922	0.506582141	0.620542109	-0.75968802	109	264	134	1858	258	2999	0.041507094	0.618104751	0.84077645	0.949927165	0.410114486	0.483505281	0.578664405	-0.724958362	127.5714286	280.2571429	162.6285714	1933.771429	288.3428571	2998.857143	204.8486633	199.860199	227.0542297	3
S-11-7	HOBO-353-M1-S2	0.15	561600	4895723	852.0968018	0.618606567	4.31277869	86.81672956	0.055529972	0.998457021	5.750614897	35.13999939	34.49331665	35.51290775	35.29328115	0.0097883	0.015483018	0.023735948	0.022573948	0.144889593	0.105656869	0.144431835	0.137836051	889.3996194	-37.30281763	0.267047076	yes	yes	38	2795.389893	41.26000977	4.079999924	14.86999989	2075.419922	12.60788289	1059.35319	55	-10	33	194	97	2544	639	220	2993	2986	926	2124	1851	1880	-93	154	165	302	160	2911	775	273	2996	2988	895	2610	2223	2081	-114	37	58	205	107	2411	582	202	2931	2924	915	2199	1768	1765	-58	-53	-6	136	67	2243	530	180	2952	2947	941	2021	1587	1684	-65	0.91925	2.2385	1857.25	1852.5	-82.5	0.868759892	0.839141542	0.271131123	-0.273295306	0.817463593	0.981333911	0.930393457	0.0097883	0.032842845	0.144889593	19.26250076	14.25	35.13999939	33.08549881	4.825490475	HOBO-353_M1_S2	852.0348394	12.57605098	13.5	45.5	199.5	102	2477.5	610.5	211	2972.5	2966.5	6.965414747	2.534401557	4.007351367	-0.017823996	-4.529293074	-1.924905155	0.055262287	0.55440414	0.887966394	0.961643815	0.433447093	0.580868483	0.667405784	-0.871028602	129	242	128	2208	234	2996	0.048566167	0.579079852	0.867403663	0.945295481	0.427634161	0.534634706	0.632259481	-0.801582272	132.2941176	266.7352941	147	2243.264706	270.4411765	2995.323529	193.0654144	167.5991669	199.0066223	4
S-12-7	HOBO-357-M1-S2	0.06	562701	4895822	873.3394165	0.85912323	6.080304652	337.1963838	0.921838692	-0.387573769	7.85007021	34.40000153	30.2933373	32.79627871	32.83625784	0.019307431	0.015941852	0.028285471	0.023242313	0.130973533	0.117109832	0.194367514	0.149548243	924.7984758	-51.45905925	0.423109843	yes	yes	44	2864.699951	124.2800293	4.170000076	14.56999969	2220.060059	9.536354523	226.7966605	59	-10	24	188	96	2282	585	201	2993	2987	919	2039	1675	1678	-88	133	147	284	149	2683	738	259	3000	2989	894	2559	2060	1915	-124	28	53	194	102	2236	551	190	2928	2922	912	2176	1647	1634	-62	-63	-15	140	68	2164	519	175	2959	2954	939	1951	1537	1622	-66	0.916	2.18125	1729.75	1712.25	-85	0.797161639	0.550350427	-0.115677824	-0.584094763	0.806108125	0.983382165	0.9183532	0.019307431	0.046393014	0.130973533	19.46999931	14.28999996	34.40000153	32.95000076	4.687583447	HOBO-357_M1_S2	873.1605451	37.88055293	9	38.5	191	99	2259	568	195.5	2976	2970.5	5.424058257	2.255216143	4.077554393	-0.015741078	-3.896768409	-2.025153886	0.039550835	0.754786134	0.89477402	0.939068079	0.496872842	0.602057219	0.656287432	-0.902940691	133	284	149	2683	259	3000	0.036083533	0.741440042	0.890151773	0.940929443	0.508121175	0.593594979	0.641881454	-0.89021353	132.7428571	279.8285714	142.8571429	2600.828571	251.3142857	3000.085714	207.0627594	162.03508	143.5662231	3
S-8-5	SM-01-M1-S2	0.087591241	564870	4898229	654.5037231	2.513511658	17.92373726	183.1628353	-0.998476763	-0.055173858	6.856080106	51.36000061	37.01512456	37.25977461	36.7093658	0.020243309	0.017453287	0.017997064	0.016780466	0.061995134	0.135506371	0.128714649	0.124515174	659.4837671	-4.980043941	0.303851641	no	yes	54	2146.379883	89.15014648	3.450000048	15.14999962	2126.570068	67.67035642	186.7943947	200	9	34	197	105	1978	625	233	3017	3009	899	1989	1531	1423	-178	155	165	293	161	2312	791	290	3019	3008	869	2634	1885	1605	-232	45	78	221	128	2061	639	234	2957	2948	883	2152	1615	1464	-162	-43	-9	135	71	1844	548	210	2976	2971	925	1895	1371	1362	-158	0.894	2.1675	1600.5	1463.5	-182.5	0.312496542	0.480990115	-0.801729345	-0.899160094	0.363244866	0.981119215	0.953245878	0.020243309	0.022126447	0.061995134	32.47000122	20.87750053	51.36000061	49.47999954	5.838513374	SM-01_M1_S2	654.2165883	27.17296465	27	56	209	116.5	2019.5	632	233.5	2996.5	2989.5	5.230013872	4.214662995	5.298322367	-0.018042577	-3.851713283	-2.764697798	0.028828019	0.804834366	0.862111211	0.925848544	0.45735237	0.517231584	0.570247948	-0.775702059	155	293	161	2312	290	3019	0.038883499	0.778694709	0.852465459	0.904848579	0.413076044	0.507732594	0.565114616	-0.761468013	165.75	342.5277778	197.9722222	2623.138889	367.5555556	3019.111111	169.3313751	147.2628937	114.2492371	5
S-8-6	SM-02-M1-S2	0.127659574	564813	4899999	712.4695435	2.986968994	20.74254826	142.9912467	-0.798543559	0.601937027	3.842342722	67.35250092	43.0754724	43.11372185	37.2963472	0.00236041	0.028861497	0.028294615	0.022633669	0.056568451	0.128841182	0.143630522	0.133899857	734.2290414	-21.75949791	0.34807418	no	yes	59	2333.75	50.95996094	3.859999895	14.81000042	2034.599976	30.13412056	359.5746835	200	-11	32	189	104	1838	599	231	3013	3007	892	1950	1438	1316	-184	151	168	321	188	2382	858	354	3015	3002	853	2436	1988	1629	-292	42	73	226	136	1951	634	256	2949	2943	869	2043	1561	1369	-186	-54	-7	148	89	1827	581	227	2973	2967	907	1799	1391	1333	-185	0.88025	2.057	1594.5	1411.75	-211.75	0.009580856	-0.076414571	-0.944455641	-0.913785951	0.230385889	0.995930314	0.962933958	0.00236041	0.008143512	0.056568451	32.81000137	23.45000076	67.35250092	64.08000183	8.826621056	SM-02_M1_S2	711.327	15.53259609	15.5	52.5	207.5	120	1894.5	616.5	243.5	2993	2984.5	5.884924679	3.405691288	5.298322367	-0.003074407	-5.695692202	-2.854780583	0.034280675	0.795478642	0.838374197	0.890184045	0.415197492	0.481102556	0.532919526	-0.721507251	146	291	173	2062	317	3014	0.035479134	0.797421181	0.849773828	0.898362047	0.428665217	0.494677371	0.551484311	-0.741864177	150.3714286	315.0857143	181.9428571	2359.428571	350	3014.657143	165.6765442	147.6766052	114.3905106	5
S-8-7	SM-03-M1-S2	1	563839	4897717	627.4116211	1.807014465	12.6970508	346.3733365	0.971851468	-0.235594404	4.799663287	66.69000244	38.9267249	38.84232598	36.75682311	0.047406226	0.022906026	0.024778428	0.020382349	0.300239414	0.14702177	0.154319753	0.158275709	644.9913911	-17.57977002	0.323252496	no	yes	81	2060.419922	60.51000977	4.059999943	14.85999966	2224.189941	142.8020292	358.2625665	200	9	48	191	115	1796	695	282	3008	3002	879	1975	1465	1266	-283	152	164	282	168	2084	845	340	3010	2999	850	2571	1782	1416	-336	39	73	203	121	1801	666	270	2950	2944	874	2120	1470	1262	-250	-39	7	151	86	1719	640	260	2965	2959	904	1869	1358	1241	-262	0.87675	2.13375	1518.75	1296.25	-282.75	-0.067524955	0.310742078	-1.263004186	-1.098437392	-0.092109407	0.988986433	0.931002259	0.047406226	0.053477935	0.300239414	10.47000027	9.779999733	66.69000244	64.7519989	11.84246635	SM-03_M1_S2	628.0159922	18.44345098	24	60.5	197	118	1798.5	680.5	276	2986.5	2979	5.881268935	4.961466263	5.298322367	-0.01006404	-3.028126829	-1.199849935	0.03268409	0.716407835	0.8342278	0.90470916	0.387134492	0.450424939	0.533471346	-0.675531089	152	282	168	2084	340	3010	0.035999112	0.690896678	0.824180777	0.89930704	0.382491279	0.448624696	0.515862826	-0.672768886	146.6857143	265.8857143	161.5428571	1910.457143	314.1428571	3010.742857	151.9726715	131.7983856	101.407486	5
